City,location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year,Latitude,Longitude
Hattiesburg-Laurel MS,710,63,81,44,15,41,29,31,11,29,2005,31.468239,-89.335421
Helena MT,766,55,15,52,11,22,32,30,14,21,2005,46.5891452,-112.0391057
Honolulu HI,744,55,8,46,9,19,19,19,21,20,2005,21.3069444,-157.8583333
Houston TX,618,68,17,45,9,21,26,26,16,21,2005,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,60,14,46,9,26,26,11,16,23,2005,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,57,16,46,9,19,20,22,28,18,2005,42.906046,-112.4315298
Indianapolis IN,527,70,18,48,13,22,27,28,25,29,2005,39.768403,-86.158068
Jackson MS,718,70,25,53,15,27,22,26,22,29,2005,32.2987573,-90.1848103
Jackson TN,639,56,17,35,12,27,15,23,16,16,2005,35.6145169,-88.8139469
Jacksonville FL,561,57,12,50,9,31,15,16,16,22,2005,30.3321838,-81.655651
Johnstown-Altoona PA,574,65,17,45,12,22,22,23,34,22,2005,40.4529782,-78.3930329
Jonesboro AR,734,60,25,40,15,44,34,34,30,33,2005,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,48,12,60,8,22,22,33,24,15,2005,37.3948426,-94.700525
Juneau AK,747,66,0,32,10,25,31,23,0,22,2005,58.3019444,-134.4197221
Kansas City MO,616,66,18,51,10,24,26,28,19,23,2005,39.0997265,-94.5785667
Knoxville TN,557,61,11,29,11,22,29,31,15,21,2005,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,65,18,45,15,20,31,21,26,20,2005,44.8651049,-91.4743642
Lafayette IN,582,72,35,40,9,11,46,17,38,14,2005,40.4167022,-86.8752869
Lafayette LA,642,43,19,37,11,17,17,19,14,14,2005,30.2240897,-92.0198427
Lake Charles LA,643,43,81,100,9,0,74,0,0,36,2005,30.2265949,-93.2173758
Lansing MI,551,75,28,37,14,27,44,23,33,24,2005,42.732535,-84.5555347
Laredo TX,749,50,0,21,6,0,23,34,12,34,2005,27.5035613,-99.5075519
Las Vegas NV,839,52,10,35,7,24,20,23,10,18,2005,36.1699412,-115.1398296
Lexington KY,541,84,26,44,18,25,32,13,56,29,2005,38.0405837,-84.5037164
Lima OH,558,53,18,60,11,38,42,25,13,19,2005,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,71,19,47,16,24,30,42,27,24,2005,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,69,19,41,13,25,21,16,17,23,2005,34.2025124,-92.0491611
Los Angeles CA,803,54,11,35,9,20,21,19,16,18,2005,34.0522342,-118.2436849
Louisville KY,529,71,21,48,10,36,27,20,20,28,2005,38.2526647,-85.7584557
Lubbock TX,651,53,13,40,14,29,40,21,22,22,2005,33.5778631,-101.8551665
Macon GA,503,55,25,48,10,29,33,22,23,22,2005,32.8406946,-83.6324022
Madison WI,669,69,11,45,12,18,34,23,14,20,2005,43.0730517,-89.4012302
Mankato MN,737,87,18,47,14,5,36,37,25,24,2005,44.1635775,-93.9993996
Marquette MI,553,58,12,38,13,20,39,25,22,21,2005,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,61,11,51,12,16,23,23,20,23,2005,42.224924,-121.7722781
Memphis TN,640,67,20,38,9,29,25,32,21,27,2005,35.1495343,-90.0489801
Meridian MS,711,76,74,78,15,0,100,100,35,32,2005,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,54,15,36,8,22,23,21,13,18,2005,26.0947577,-80.1352122
Milwaukee WI,617,65,17,44,12,22,25,28,17,23,2005,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,64,15,46,12,19,27,21,21,22,2005,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,64,23,45,15,15,32,43,26,25,2005,46.8067257,-100.7865799
Missoula MT,762,74,14,48,16,13,43,41,19,29,2005,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,54,15,50,10,29,24,28,9,19,2005,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,84,28,32,18,25,31,0,21,34,2005,33.2152717,-92.64196
Monterey-Salinas CA,828,51,12,45,10,19,35,14,17,20,2005,36.6777372,-121.6555013
Montgomery (Selma) AL,698,66,19,47,9,29,27,29,22,23,2005,32.4068484,-87.0190868
Nashville TN,659,64,16,44,11,27,33,30,25,26,2005,36.1626638,-86.7816016
New Orleans LA,622,57,23,43,10,25,28,16,17,20,2005,29.9510658,-90.0715323
New York NY,501,63,15,35,10,22,29,23,15,19,2005,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,53,14,41,9,25,20,18,17,19,2005,36.8354258,-76.2982742
North Platte NE,740,78,73,60,13,44,0,0,0,21,2005,41.1402759,-100.7601454
Odessa-Midland TX,633,49,0,45,16,0,25,37,24,27,2005,31.9391746,-102.2522487
Oklahoma City OK,650,60,16,41,10,24,29,31,16,24,2005,35.4675602,-97.5164276
Omaha NE,652,63,15,47,11,27,31,23,21,25,2005,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,56,13,44,9,24,17,23,14,18,2005,,
Ottumwa IA-Kirksville MO,631,63,38,62,10,26,27,43,37,35,2005,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,68,27,40,16,31,23,18,25,27,2005,37.0833893,-88.6000478
Palm Springs CA,804,61,10,44,9,21,24,26,21,19,2005,33.8302961,-116.5452921
Panama City FL,656,48,14,56,6,15,15,29,4,15,2005,30.1588129,-85.6602058
Parkersburg WV,597,63,0,55,14,39,0,0,100,31,2005,39.2667418,-81.5615135
Peoria-Bloomington IL,675,69,17,54,17,18,32,14,28,24,2005,40.4566216,-88.9758277
Philadelphia PA,504,73,17,39,12,32,33,24,18,23,2005,39.9525839,-75.1652215
Phoenix AZ,753,57,12,40,10,23,24,22,16,21,2005,33.4483771,-112.0740373
Pittsburgh PA,508,74,17,49,13,27,30,17,20,26,2005,40.4406248,-79.9958864
Portland OR,820,56,14,42,10,21,25,21,18,20,2005,45.5051064,-122.6750261
Portland-Auburn ME,500,70,16,38,11,27,36,26,14,23,2005,44.021648,-70.2832225
Presque Isle ME,552,77,59,95,14,51,54,0,28,22,2005,46.681153,-68.0158614
Providence RI-New Bedford MA,521,63,11,45,12,24,30,26,19,21,2005,41.8563438,-71.2874209
Quincy IL-Hannibal MO-Keokuk IA,717,64,20,35,25,14,44,32,35,24,2005,,
Raleigh-Durham (Fayetteville) NC,560,74,16,45,10,26,41,34,22,24,2005,35.0478668,-78.8565861
Rapid City SD,764,71,12,32,15,24,34,37,13,29,2005,44.0805434,-103.2310149
Reno NV,811,56,6,46,10,18,22,16,18,19,2005,39.5296329,-119.8138027
Richmond-Petersburg VA,556,66,15,37,10,21,23,20,20,23,2005,,
Roanoke-Lynchburg VA,573,62,9,34,12,22,30,21,20,19,2005,37.3177678,-79.9994997
Rochester MN-Mason City IA-Austin MN,611,98,46,68,18,21,40,40,32,31,2005,,
Rochester NY,538,64,13,46,11,18,30,25,19,22,2005,43.1565779,-77.6088465
Rockford IL,610,58,17,49,13,15,18,0,29,18,2005,42.2711311,-89.0939952
Sacramento-Stockton-Modesto CA,862,60,13,45,10,18,29,20,19,23,2005,37.9570225,-121.2797902
Salisbury MD,576,69,18,55,8,19,23,31,16,24,2005,38.3606736,-75.5993692
Salt Lake City UT,770,55,11,40,12,22,22,16,23,22,2005,40.7607793,-111.8910474
San Angelo TX,661,68,21,45,7,25,57,56,25,26,2005,31.4637723,-100.4370375
San Antonio TX,641,60,12,34,8,28,28,28,14,25,2005,29.4241219,-98.4936282
San Diego CA,825,60,12,35,8,18,27,26,15,20,2005,32.715738,-117.1610838
San Francisco-Oakland-San Jose CA,807,57,12,39,9,16,29,24,15,18,2005,,
Santa Barbara-Santa Maria-San Luis Obispo CA,855,55,10,31,10,16,23,23,15,15,2005,34.9226032,-120.4299882
Savannah GA,507,61,11,50,10,29,17,22,18,25,2005,32.0808989,-81.091203
Seattle-Tacoma WA,819,60,11,39,10,19,27,22,16,20,2005,47.4502499,-122.3088165
Sherman TX-Ada OK,657,55,24,38,14,58,27,0,26,21,2005,33.6872249,-96.5753925
Shreveport LA,612,52,15,30,9,30,31,25,13,20,2005,32.5251516,-93.7501789
Sioux City IA,624,55,15,45,16,29,21,31,28,24,2005,42.4963416,-96.4049408
Sioux Falls(Mitchell) SD,725,64,22,35,17,22,34,27,28,23,2005,43.5835394,-96.7118155
South Bend-Elkhart IN,588,59,12,45,12,19,26,22,14,17,2005,41.6843287,-85.9708313
Spokane WA,881,54,16,47,14,22,26,31,24,19,2005,47.6587802,-117.4260465
Springfield MO,619,59,15,39,13,19,19,17,22,20,2005,37.2089572,-93.2922989
Springfield-Holyoke MA,543,65,10,41,12,28,32,17,19,21,2005,42.2042586,-72.6162009
St. Joseph MO,638,57,69,31,10,17,29,25,28,19,2005,39.7674578,-94.846681
St. Louis MO,609,64,12,46,11,28,26,27,17,23,2005,38.6270025,-90.1994042
Syracuse NY,555,71,19,40,14,24,33,23,26,22,2005,43.0481221,-76.1474244
Tallahassee FL-Thomasville GA,530,65,20,52,11,30,35,18,14,25,2005,30.3350027,-84.2105744
Tampa-St. Petersburg (Sarasota) FL,539,69,14,45,9,31,24,25,11,19,2005,28.274347,-82.3885783
Terre Haute IN,581,62,21,39,11,32,28,18,18,20,2005,39.4667034,-87.4139092
Toledo OH,547,65,18,42,13,25,20,29,33,26,2005,41.6528052,-83.5378674
Topeka KS,605,59,12,25,10,21,19,17,26,22,2005,39.0473451,-95.6751576
Traverse City-Cadillac MI,540,63,15,50,17,7,37,21,28,19,2005,44.7354212,-85.5946084
Tri-Cities TN-VA,531,61,15,47,13,20,23,34,18,26,2005,36.5450182,-82.5555539
Tucson (Sierra Vista) AZ,789,64,9,44,9,16,35,20,18,24,2005,32.2709837,-110.9614306
Tulsa OK,671,57,10,41,9,34,25,20,16,24,2005,36.1539816,-95.992775
Twin Falls ID,760,57,27,50,10,32,24,36,32,22,2005,42.5558381,-114.4700518
Tyler-Longview(Lufkin & Nacogdoches) TX,709,64,27,44,9,29,50,33,28,27,2005,,
Utica NY,526,64,42,37,10,20,39,23,29,20,2005,43.100903,-75.232664
Victoria TX,626,70,0,68,14,100,76,0,0,26,2005,28.8052674,-97.0035982
Waco-Temple-Bryan TX,625,54,15,37,12,15,32,22,19,21,2005,31.6046625,-97.1980025
Washington DC (Hagerstown MD),511,66,15,36,9,21,42,24,17,21,2005,39.642645,-77.721057
Watertown NY,549,63,0,50,9,14,53,62,11,26,2005,43.9747838,-75.9107565
Wausau-Rhinelander WI,705,73,16,44,15,30,33,17,28,27,2005,45.6555505,-89.3920037
West Palm Beach-Ft. Pierce FL,548,62,15,35,11,30,20,18,8,18,2005,27.366166,-80.2467597
Wheeling WV-Steubenville OH,554,71,35,67,16,26,16,24,13,19,2005,40.3668048,-80.6317037
Wichita Falls TX & Lawton OK,627,61,55,51,8,42,30,37,27,20,2005,34.6092311,-98.418011
Wichita-Hutchinson KS,678,60,12,49,13,21,32,23,23,21,2005,37.6871761,-97.330053
Wilkes Barre-Scranton PA,577,64,20,50,15,23,38,32,29,21,2005,41.2343893,-75.8534771
Wilmington NC,550,69,12,47,12,36,44,37,25,23,2005,34.2103894,-77.8868117
Yakima-Pasco-Richland-Kennewick WA,810,66,15,46,11,20,28,25,10,23,2005,46.2529128,-119.230849
Youngstown OH,536,58,11,33,17,25,17,11,18,32,2005,41.0997803,-80.6495194
Yuma AZ-El Centro CA,771,40,25,21,14,15,58,0,18,27,2005,32.6926512,-114.6276916
Zanesville OH,596,68,48,32,4,21,22,0,23,21,2005,39.9403453,-82.0131924
Abilene-Sweetwater TX,662,43,38,20,21,36,36,57,32,31,2006,32.4106903,-99.7653019
Albany GA,525,48,32,23,25,40,28,28,27,41,2006,31.5785074,-84.155741
Albany-Schenectady-Troy NY,532,52,21,22,24,31,39,41,24,39,2006,42.7636479,-73.6536209
Albuquerque-Santa Fe NM,790,49,16,24,22,29,48,43,22,51,2006,35.658802,-105.9603685
Alexandria LA,644,34,42,20,24,59,100,62,21,40,2006,31.3112936,-92.4451371
Alpena MI,583,82,0,100,100,0,0,0,0,100,2006,45.0616794,-83.4327528
Amarillo TX,634,46,21,22,28,20,35,29,33,41,2006,35.2219971,-101.8312969
Anchorage AK,743,43,16,26,20,17,35,51,19,43,2006,61.2180556,-149.9002778
Atlanta GA,524,50,21,21,20,34,36,40,19,37,2006,33.7489954,-84.3879824
Augusta GA,520,50,24,28,21,41,15,53,31,52,2006,33.4734978,-82.0105148
Austin TX,635,44,20,22,18,31,38,44,19,35,2006,30.267153,-97.7430608
Bakersfield CA,800,38,13,18,18,22,23,50,26,37,2006,35.3732921,-119.0187125
Baltimore MD,512,55,26,22,24,38,53,48,26,40,2006,39.2903848,-76.6121893
Bangor ME,537,54,32,22,41,23,40,38,47,43,2006,44.8016128,-68.7712257
Baton Rouge LA,716,45,21,27,20,34,42,42,30,39,2006,30.4514677,-91.1871466
Beaumont-Port Arthur TX,692,44,23,26,19,35,30,20,15,36,2006,30.080174,-94.1265562
Bend OR,821,49,18,24,18,23,52,45,20,35,2006,44.0581728,-121.3153096
"Billings, MT",756,45,33,39,39,20,32,49,27,33,2006,45.7832856,-108.5006904
Biloxi-Gulfport MS,746,42,14,31,18,26,15,28,9,31,2006,30.3674198,-89.0928155
Binghamton NY,502,54,19,26,27,20,35,34,30,26,2006,42.0986867,-75.9179738
Birmingham AL,630,53,31,27,21,46,43,46,29,44,2006,33.5185892,-86.8103567
Bluefield-Beckley-Oak Hill WV,559,50,28,17,16,32,88,41,51,49,2006,37.2698395,-81.2223195
Boise ID,757,42,18,24,25,29,34,41,33,39,2006,43.6150186,-116.2023137
Boston MA-Manchester NH,506,56,20,23,22,46,44,40,21,38,2006,42.929687,-71.4352177
Bowling Green KY,736,54,23,24,22,43,23,50,68,44,2006,36.9685219,-86.4808043
Buffalo NY,514,57,17,24,29,31,34,40,29,38,2006,42.8864468,-78.8783689
Burlington VT-Plattsburgh NY,523,55,27,22,28,36,56,44,25,40,2006,44.6988382,-73.3804304
Butte-Bozeman MT,754,47,16,27,34,36,70,50,19,32,2006,45.6734503,-111.0924495
Casper-Riverton WY,767,42,29,28,33,23,23,88,32,25,2006,42.8505217,-106.3085313
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,57,31,22,32,30,56,47,42,45,2006,41.9778795,-91.6656232
Champaign & Springfield-Decatur IL,648,58,25,23,27,20,49,32,42,46,2006,,
Charleston SC,519,57,38,28,18,34,32,66,24,48,2006,32.7764749,-79.9310512
Charleston-Huntington WV,564,52,28,30,23,31,35,55,23,51,2006,38.4123775,-82.4270257
Charlotte NC,517,47,15,23,23,36,32,44,26,38,2006,35.2270869,-80.8431267
Charlottesville VA,584,46,18,24,20,34,49,45,24,40,2006,38.0293059,-78.4766781
Chattanooga TN,575,48,17,23,23,33,38,40,23,44,2006,35.0456297,-85.3096801
Cheyenne WY-Scottsbluff NE,759,41,21,20,26,15,27,27,34,31,2006,41.876312,-103.637984
Chicago IL,602,50,20,21,21,32,33,43,21,36,2006,41.8781136,-87.6297982
Chico-Redding CA,868,44,10,28,24,30,33,28,29,32,2006,39.775148,-121.8699698
Cincinnati OH,515,51,19,23,23,29,37,41,22,42,2006,39.1031182,-84.5120196
Clarksburg-Weston WV,598,52,15,14,28,29,53,25,30,41,2006,39.2638017,-80.326903
Cleveland-Akron (Canton) OH,510,50,20,22,22,30,31,48,21,38,2006,41.0953742,-81.5867677
Colorado Springs-Pueblo CO,752,41,14,23,20,25,30,39,24,34,2006,38.7978203,-104.7935738
Columbia SC,546,51,26,22,24,41,26,40,28,43,2006,34.0007104,-81.0348144
Columbia-Jefferson City MO,604,58,30,24,28,33,57,24,40,46,2006,38.9517053,-92.3340724
Columbus GA,522,53,24,21,23,20,47,35,35,49,2006,32.4609764,-84.9877094
Columbus OH,535,53,19,21,22,29,38,42,25,38,2006,39.9611755,-82.9987942
Columbus-Tupelo-West Point MS,673,50,33,20,24,38,49,83,50,39,2006,34.2708332,-88.7150718
Corpus Christi TX,600,42,18,25,17,26,20,31,27,55,2006,27.8005828,-97.396381
Dallas-Ft. Worth TX,623,44,20,22,19,36,32,40,19,39,2006,32.7766642,-96.7969879
Davenport IA-Rock Island-Moline IL,682,52,29,27,23,31,33,40,23,41,2006,41.5067003,-90.5151342
Dayton OH,542,49,11,23,24,30,33,48,24,40,2006,39.7589478,-84.1916069
Denver CO,751,45,15,21,20,28,37,43,20,33,2006,39.7392358,-104.990251
Des Moines-Ames IA,679,50,15,22,27,24,45,40,34,42,2006,42.0236281,-93.6097448
Detroit MI,505,52,21,23,24,27,34,38,25,36,2006,42.331427,-83.0457538
Dothan AL,606,43,17,38,19,48,14,38,30,27,2006,31.2232313,-85.3904888
Duluth MN-Superior WI,676,52,19,25,33,31,57,32,35,42,2006,46.7207737,-92.1040796
El Paso TX,765,40,24,18,24,19,40,18,42,47,2006,31.7618778,-106.4850217
Elmira NY,565,42,20,17,17,16,76,40,29,39,2006,42.0897965,-76.8077338
Erie PA,516,61,23,29,32,21,43,52,38,47,2006,42.1292241,-80.085059
Eugene OR,801,45,16,23,24,29,49,30,28,39,2006,44.0520691,-123.0867536
Eureka CA,802,43,0,23,39,34,26,24,29,46,2006,40.8020712,-124.1636729
Evansville IN,649,52,12,20,23,53,40,38,27,49,2006,37.9715592,-87.5710898
Fairbanks AK,745,39,12,22,16,8,65,17,21,41,2006,64.8377778,-147.7163888
Fargo-Valley City ND,724,51,24,26,28,27,47,61,34,51,2006,46.9243955,-98.0035186
Flint-Saginaw-Bay City MI,513,50,22,26,28,19,33,38,30,33,2006,43.5993199,-83.8890847
Florence-Myrtle Beach SC,570,46,20,24,31,27,33,25,20,47,2006,33.703071,-78.8892497
Fresno-Visalia CA,866,42,15,20,21,26,25,30,40,35,2006,36.32166,-119.3148878
Ft. Myers-Naples FL,571,58,15,25,16,29,23,40,22,37,2006,26.1411682,-81.7935098
Ft. Smith-Fayetteville-Springdale-Rogers AR,670,44,19,19,25,28,32,19,21,37,2006,,
Ft. Wayne IN,509,51,17,26,26,24,48,37,26,38,2006,41.079273,-85.1393513
Gainesville FL,592,55,30,33,23,47,53,50,39,43,2006,29.6516344,-82.3248262
Glendive MT,798,100,0,0,0,0,0,0,0,0,2006,47.106401,-104.7107931
Grand Junction-Montrose CO,773,48,22,14,27,29,31,67,35,34,2006,38.4967651,-107.8989028
Grand Rapids-Kalamazoo-Battle Creek MI,563,48,20,24,27,28,37,36,26,37,2006,42.2355515,-85.5515933
Great Falls MT,755,44,22,42,34,16,60,50,31,40,2006,47.5052849,-111.3007715
Green Bay-Appleton WI,658,48,15,22,27,22,34,37,25,38,2006,44.2667743,-88.3850175
Greensboro-High Point-Winston Salem NC,518,54,20,22,21,35,33,45,30,43,2006,35.9556923,-80.0053176
Greenville-New Bern-Washington NC,545,46,25,29,23,41,44,35,39,50,2006,35.5984979,-77.0577179
Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,49,20,21,21,31,36,47,21,38,2006,34.8526176,-82.3940104
Greenwood-Greenville MS,647,74,0,65,33,0,83,0,51,86,2006,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,43,32,21,22,15,18,37,33,44,2006,,
Harrisburg-Lancaster-Lebanon-York PA,566,53,20,25,25,39,36,42,24,40,2006,39.9830208,-76.7197723
Harrisonburg VA,569,55,24,33,32,50,48,32,44,40,2006,38.4495688,-78.8689155
Hartford & New Haven CT,533,52,19,25,25,35,46,45,27,40,2006,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,46,21,10,29,39,50,46,58,41,2006,31.468239,-89.335421
Helena MT,766,52,20,25,21,27,57,78,28,43,2006,46.5891452,-112.0391057
Honolulu HI,744,41,15,27,18,21,37,42,27,36,2006,21.3069444,-157.8583333
Houston TX,618,54,23,23,18,26,36,40,19,38,2006,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,47,16,19,18,33,32,35,21,39,2006,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,45,13,28,35,27,49,29,52,44,2006,42.906046,-112.4315298
Indianapolis IN,527,54,26,25,25,28,37,46,32,48,2006,39.768403,-86.158068
Jackson MS,718,46,25,20,26,35,30,44,32,47,2006,32.2987573,-90.1848103
Jackson TN,639,40,16,24,18,27,24,66,16,33,2006,35.6145169,-88.8139469
Jacksonville FL,561,49,20,20,19,43,32,44,18,38,2006,30.3321838,-81.655651
Johnstown-Altoona PA,574,48,12,21,27,29,33,39,53,32,2006,40.4529782,-78.3930329
Jonesboro AR,734,51,29,17,25,61,35,33,40,28,2006,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,43,19,24,23,11,32,34,40,31,2006,37.3948426,-94.700525
Juneau AK,747,56,0,41,9,39,29,41,0,51,2006,58.3019444,-134.4197221
Kansas City MO,616,51,19,25,21,32,36,42,23,39,2006,39.0997265,-94.5785667
Knoxville TN,557,48,12,20,22,40,42,39,27,39,2006,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,47,19,23,29,24,43,43,31,40,2006,44.8651049,-91.4743642
Lafayette IN,582,52,39,31,27,14,38,27,48,37,2006,40.4167022,-86.8752869
Lafayette LA,642,39,39,25,21,40,27,32,20,29,2006,30.2240897,-92.0198427
Lake Charles LA,643,54,34,16,15,56,69,51,34,38,2006,30.2265949,-93.2173758
Lansing MI,551,57,29,25,25,26,47,50,37,39,2006,42.732535,-84.5555347
Laredo TX,749,33,25,12,16,12,0,38,26,45,2006,27.5035613,-99.5075519
Las Vegas NV,839,41,15,20,18,28,23,37,17,32,2006,36.1699412,-115.1398296
Lexington KY,541,62,38,25,33,29,43,29,66,50,2006,38.0405837,-84.5037164
Lima OH,558,45,0,41,21,16,33,83,25,35,2006,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,49,17,23,32,32,31,34,38,42,2006,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,49,21,23,21,40,49,41,30,48,2006,34.2025124,-92.0491611
Los Angeles CA,803,39,14,18,17,25,28,37,22,30,2006,34.0522342,-118.2436849
Louisville KY,529,50,22,24,21,39,35,38,27,38,2006,38.2526647,-85.7584557
Lubbock TX,651,46,26,25,21,48,44,29,30,40,2006,33.5778631,-101.8551665
Macon GA,503,44,24,23,18,39,50,46,29,39,2006,32.8406946,-83.6324022
Madison WI,669,56,16,25,25,25,45,36,23,38,2006,43.0730517,-89.4012302
Mankato MN,737,53,15,23,36,20,18,59,47,38,2006,44.1635775,-93.9993996
Marquette MI,553,48,16,34,32,19,41,52,36,31,2006,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,44,13,25,23,20,33,29,24,37,2006,42.224924,-121.7722781
Memphis TN,640,51,37,23,20,36,35,55,25,39,2006,35.1495343,-90.0489801
Meridian MS,711,71,100,21,26,79,54,100,100,16,2006,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,43,20,19,16,29,30,30,17,34,2006,26.0947577,-80.1352122
Milwaukee WI,617,49,21,24,23,23,40,44,24,39,2006,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,50,23,23,23,24,36,42,26,38,2006,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,56,22,28,39,40,52,48,29,45,2006,46.8067257,-100.7865799
Missoula MT,762,41,13,28,22,27,48,43,35,39,2006,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,49,17,21,20,30,31,40,22,37,2006,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,54,43,22,31,16,41,26,60,57,2006,33.2152717,-92.64196
Monterey-Salinas CA,828,41,20,22,22,22,39,27,32,38,2006,36.6777372,-121.6555013
Montgomery (Selma) AL,698,48,26,19,27,40,41,65,35,45,2006,32.4068484,-87.0190868
Nashville TN,659,52,23,23,25,41,41,45,28,47,2006,36.1626638,-86.7816016
New Orleans LA,622,43,22,25,22,28,37,30,18,36,2006,29.9510658,-90.0715323
New York NY,501,49,18,18,20,26,38,37,22,33,2006,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,43,19,23,22,23,31,35,22,34,2006,36.8354258,-76.2982742
North Platte NE,740,52,71,45,18,100,0,0,0,33,2006,41.1402759,-100.7601454
Odessa-Midland TX,633,36,16,27,25,20,29,55,12,45,2006,31.9391746,-102.2522487
Oklahoma City OK,650,46,17,20,21,29,29,42,26,40,2006,35.4675602,-97.5164276
Omaha NE,652,53,16,23,25,28,38,58,27,43,2006,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,45,17,23,18,30,27,41,17,34,2006,,
Ottumwa IA-Kirksville MO,631,57,41,28,24,39,44,51,48,48,2006,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,50,22,23,31,48,37,43,51,39,2006,37.0833893,-88.6000478
Palm Springs CA,804,45,7,23,17,29,38,37,10,25,2006,33.8302961,-116.5452921
Panama City FL,656,43,15,25,18,28,24,27,16,28,2006,30.1588129,-85.6602058
Parkersburg WV,597,54,0,47,16,35,40,0,25,32,2006,39.2667418,-81.5615135
Peoria-Bloomington IL,675,47,20,30,29,31,37,35,34,46,2006,40.4566216,-88.9758277
Philadelphia PA,504,57,24,23,23,40,42,44,24,40,2006,39.9525839,-75.1652215
Phoenix AZ,753,45,17,23,17,29,32,40,20,36,2006,33.4483771,-112.0740373
Pittsburgh PA,508,58,23,25,25,37,42,41,32,44,2006,40.4406248,-79.9958864
Portland OR,820,41,14,24,21,26,30,38,24,38,2006,45.5051064,-122.6750261
Portland-Auburn ME,500,55,23,26,25,38,48,48,19,44,2006,44.021648,-70.2832225
Presque Isle ME,552,40,0,25,40,0,63,0,59,43,2006,46.681153,-68.0158614
Providence RI-New Bedford MA,521,48,18,20,25,37,38,41,22,38,2006,41.8563438,-71.2874209
Quincy IL-Hannibal MO-Keokuk IA,717,50,48,26,34,25,24,27,58,32,2006,,
Raleigh-Durham (Fayetteville) NC,560,54,25,22,22,32,51,42,29,46,2006,35.0478668,-78.8565861
Rapid City SD,764,45,14,37,25,40,54,50,31,40,2006,44.0805434,-103.2310149
Reno NV,811,45,8,24,18,23,34,51,19,30,2006,39.5296329,-119.8138027
Richmond-Petersburg VA,556,52,24,19,23,29,39,37,22,40,2006,,
